1.550000e+02	1.300000e+02
1.550000e+02	1.300000e+02
1.558845e+02	1.300045e+02
1.568416e+02	1.300162e+02
1.577818e+02	1.300281e+02
1.587447e+02	1.300394e+02
1.596856e+02	1.300445e+02
1.606536e+02	1.300460e+02
1.615868e+02	1.300475e+02
1.625662e+02	1.300534e+02
1.635440e+02	1.301722e+02
1.644068e+02	1.305707e+02
1.650331e+02	1.312430e+02
1.654657e+02	1.321085e+02
1.660015e+02	1.329386e+02
1.667199e+02	1.335721e+02
1.674156e+02	1.342118e+02
1.681130e+02	1.348344e+02
1.688872e+02	1.353080e+02
1.697989e+02	1.354840e+02
1.707523e+02	1.354664e+02
1.717015e+02	1.354643e+02
1.726606e+02	1.354581e+02
1.736569e+02	1.354393e+02
1.746186e+02	1.354165e+02
1.755629e+02	1.353955e+02
1.765321e+02	1.353741e+02
1.775041e+02	1.353438e+02
1.784825e+02	1.352997e+02
1.794095e+02	1.352531e+02
1.803499e+02	1.352077e+02
1.812835e+02	1.351598e+02
1.822338e+02	1.350967e+02
1.831542e+02	1.350234e+02
1.841301e+02	1.349389e+02
1.850771e+02	1.348461e+02
1.860084e+02	1.347511e+02
1.869463e+02	1.346540e+02
1.879019e+02	1.345561e+02
1.888660e+02	1.344574e+02
1.897981e+02	1.343473e+02
1.907514e+02	1.342331e+02
1.917206e+02	1.342671e+02
1.926155e+02	1.346574e+02
1.933716e+02	1.352233e+02
1.941425e+02	1.357819e+02
1.948782e+02	1.363209e+02
1.956756e+02	1.368953e+02
1.964233e+02	1.374249e+02
1.971954e+02	1.379636e+02
1.979973e+02	1.385049e+02
1.988071e+02	1.390354e+02
1.996021e+02	1.395511e+02
2.003874e+02	1.400692e+02
2.011578e+02	1.405786e+02
2.019411e+02	1.410891e+02
2.027364e+02	1.416085e+02
2.035322e+02	1.421281e+02
2.042982e+02	1.426907e+02
2.049123e+02	1.434479e+02
2.052862e+02	1.442819e+02
2.056709e+02	1.451734e+02
2.060462e+02	1.460314e+02
2.064168e+02	1.468673e+02
2.068052e+02	1.477270e+02
2.071995e+02	1.485746e+02
2.076025e+02	1.494384e+02
2.080164e+02	1.503171e+02
2.084277e+02	1.511709e+02
2.088487e+02	1.520371e+02
2.092760e+02	1.528972e+02
2.096930e+02	1.537142e+02
2.100874e+02	1.545667e+02
2.103061e+02	1.554898e+02
2.103124e+02	1.564632e+02
2.102944e+02	1.574453e+02
2.102891e+02	1.584146e+02
2.102911e+02	1.593618e+02
2.103037e+02	1.603048e+02
2.103281e+02	1.612146e+02
2.103547e+02	1.621676e+02
2.103820e+02	1.630946e+02
2.104095e+02	1.640493e+02
2.104429e+02	1.650242e+02
2.104815e+02	1.659357e+02
2.105284e+02	1.669068e+02
2.105759e+02	1.678699e+02
2.106182e+02	1.687981e+02
2.106550e+02	1.697607e+02
2.106759e+02	1.707091e+02
