3.244362e+01	3.138948e+01	6.383309e+01	1.221808e+00	6.947394e-01
3.248335e+01	3.141225e+01	6.389560e+01	1.241674e+00	7.061264e-01
3.249271e+01	3.141762e+01	6.391033e+01	1.246355e+00	7.088098e-01
3.249560e+01	3.141928e+01	6.391488e+01	1.247802e+00	7.096398e-01
3.249600e+01	3.141951e+01	6.391551e+01	1.248000e+00	7.097533e-01
3.249529e+01	3.141910e+01	6.391440e+01	1.247647e+00	7.095509e-01
3.249269e+01	3.141952e+01	6.391221e+01	1.246952e+00	7.091519e-01
3.089444e+01	3.300331e+01	6.389775e+01	1.242967e+00	7.059093e-01
1.179668e+01	5.194727e+01	6.374395e+01	1.201822e+00	6.701544e-01
-8.219927e-01	6.432560e+01	6.350361e+01	1.137201e+00	6.146047e-01
-2.441281e+00	6.570771e+01	6.326643e+01	1.073262e+00	5.599510e-01
1.768877e+01	4.550156e+01	6.319033e+01	1.053794e+00	5.413727e-01
6.688073e+01	-3.455546e+00	6.342518e+01	1.117425e+00	5.951665e-01
3.346408e+01	2.996902e+01	6.343310e+01	1.119527e+00	5.970216e-01
2.948298e+01	3.393107e+01	6.341405e+01	1.114390e+00	5.926358e-01
3.786242e+01	2.558907e+01	6.345149e+01	1.124404e+00	6.013407e-01
6.145081e+01	2.199943e+00	6.365075e+01	1.177706e+00	6.476708e-01
6.445068e+01	-5.808852e-01	6.386979e+01	1.235633e+00	6.992637e-01
3.247351e+01	3.138926e+01	6.386277e+01	1.233394e+00	6.979913e-01
3.246250e+01	3.139354e+01	6.385603e+01	1.231249e+00	6.967681e-01
3.245958e+01	3.139187e+01	6.385145e+01	1.229789e+00	6.959358e-01
3.245771e+01	3.139081e+01	6.384852e+01	1.228857e+00	6.954042e-01
3.245651e+01	3.139012e+01	6.384663e+01	1.228255e+00	6.950612e-01
3.245595e+01	3.138981e+01	6.384576e+01	1.227977e+00	6.949027e-01
3.245551e+01	3.138955e+01	6.384506e+01	1.227754e+00	6.947754e-01
3.245529e+01	3.138943e+01	6.384471e+01	1.227644e+00	6.947125e-01
3.245316e+01	3.138822e+01	6.384138e+01	1.226582e+00	6.941075e-01
3.245219e+01	3.138766e+01	6.383985e+01	1.226096e+00	6.938303e-01
3.245442e+01	3.138893e+01	6.384335e+01	1.227210e+00	6.944656e-01
3.245526e+01	3.138941e+01	6.384467e+01	1.227630e+00	6.947051e-01
3.245691e+01	3.139035e+01	6.384725e+01	1.228453e+00	6.951740e-01
3.246037e+01	3.139232e+01	6.385270e+01	1.230186e+00	6.961620e-01
3.246221e+01	3.139337e+01	6.385558e+01	1.231103e+00	6.966848e-01
3.246365e+01	3.139420e+01	6.385785e+01	1.231827e+00	6.970975e-01
3.246479e+01	3.139484e+01	6.385963e+01	1.232395e+00	6.974212e-01
3.246688e+01	3.139603e+01	6.386291e+01	1.233438e+00	6.980159e-01
3.246996e+01	3.139779e+01	6.386776e+01	1.234981e+00	6.988962e-01
3.247147e+01	3.139865e+01	6.387012e+01	1.235733e+00	6.993248e-01
3.246599e+01	3.140248e+01	6.386847e+01	1.235211e+00	6.990242e-01
2.921662e+01	3.462390e+01	6.384052e+01	1.227546e+00	6.927157e-01
4.655486e+00	5.898523e+01	6.364072e+01	1.174210e+00	6.461491e-01
-2.306475e+00	6.570148e+01	6.339500e+01	1.107990e+00	5.895122e-01
3.221477e+01	3.117837e+01	6.339314e+01	1.107384e+00	5.891869e-01
3.220646e+01	3.117391e+01	6.338037e+01	1.103228e+00	5.869563e-01
3.220227e+01	3.117166e+01	6.337393e+01	1.101133e+00	5.858317e-01
3.220155e+01	3.117128e+01	6.337283e+01	1.100777e+00	5.856404e-01
3.220293e+01	3.117202e+01	6.337495e+01	1.101467e+00	5.860107e-01
3.220469e+01	3.117297e+01	6.337766e+01	1.102347e+00	5.864834e-01
3.220402e+01	3.117261e+01	6.337663e+01	1.102011e+00	5.863027e-01
3.220637e+01	3.117386e+01	6.338023e+01	1.103184e+00	5.869323e-01
3.220930e+01	3.117544e+01	6.338473e+01	1.104648e+00	5.877181e-01
3.221248e+01	3.117715e+01	6.338963e+01	1.106240e+00	5.885730e-01
3.221490e+01	3.117845e+01	6.339335e+01	1.107452e+00	5.892235e-01
3.221752e+01	3.117985e+01	6.339737e+01	1.108760e+00	5.899257e-01
3.221809e+01	3.118016e+01	6.339825e+01	1.109045e+00	5.900787e-01
3.142054e+01	3.196937e+01	6.338991e+01	1.106635e+00	5.883221e-01
2.099589e+01	4.230969e+01	6.330558e+01	1.083387e+00	5.694043e-01
-1.508377e+00	6.457946e+01	6.307108e+01	1.019092e+00	5.164498e-01
2.622884e+01	3.680736e+01	6.303620e+01	1.009723e+00	5.083762e-01
3.201820e+01	3.101612e+01	6.303432e+01	1.009102e+00	5.080594e-01
3.201749e+01	3.101575e+01	6.303324e+01	1.008743e+00	5.078763e-01
3.201465e+01	3.101431e+01	6.302896e+01	1.007325e+00	5.071537e-01
3.201544e+01	3.101471e+01	6.303015e+01	1.007721e+00	5.073559e-01
3.201701e+01	3.101551e+01	6.303252e+01	1.008505e+00	5.077555e-01
3.201759e+01	3.101580e+01	6.303339e+01	1.008793e+00	5.079021e-01
3.201685e+01	3.101543e+01	6.303229e+01	1.008427e+00	5.077157e-01
3.201833e+01	3.101618e+01	6.303451e+01	1.009163e+00	5.080909e-01
3.202020e+01	3.101714e+01	6.303734e+01	1.010102e+00	5.085695e-01
3.202135e+01	3.101773e+01	6.303908e+01	1.010677e+00	5.088625e-01
3.145050e+01	3.158743e+01	6.303793e+01	1.010510e+00	5.084534e-01
2.351288e+01	3.947011e+01	6.298299e+01	9.954794e-01	4.960146e-01
3.808641e+00	5.898889e+01	6.279753e+01	9.441584e-01	4.546066e-01
2.493379e+01	3.781946e+01	6.275325e+01	9.318653e-01	4.447596e-01
3.186291e+01	3.088912e+01	6.275202e+01	9.314529e-01	4.445593e-01
3.186059e+01	3.088799e+01	6.274858e+01	9.302938e-01	4.439965e-01
3.186014e+01	3.088777e+01	6.274791e+01	9.300687e-01	4.438873e-01
3.185968e+01	3.088755e+01	6.274723e+01	9.298384e-01	4.437755e-01
3.185856e+01	3.088701e+01	6.274556e+01	9.292780e-01	4.435034e-01
3.185677e+01	3.088614e+01	6.274292e+01	9.283872e-01	4.430709e-01
3.185543e+01	3.088549e+01	6.274091e+01	9.277126e-01	4.427435e-01
3.185433e+01	3.088495e+01	6.273928e+01	9.271636e-01	4.424770e-01
3.185425e+01	3.088492e+01	6.273917e+01	9.271261e-01	4.424588e-01
3.185426e+01	3.088492e+01	6.273918e+01	9.271292e-01	4.424603e-01
3.185467e+01	3.088512e+01	6.273979e+01	9.273343e-01	4.425599e-01
3.185376e+01	3.088468e+01	6.273845e+01	9.268823e-01	4.423405e-01
3.181672e+01	3.092105e+01	6.273776e+01	9.266652e-01	4.422150e-01
3.126299e+01	3.147229e+01	6.273528e+01	9.260467e-01	4.415917e-01
2.945085e+01	3.326926e+01	6.272011e+01	9.218239e-01	4.382331e-01
2.271012e+01	3.995288e+01	6.266300e+01	9.059112e-01	4.255882e-01
2.747270e+01	3.516478e+01	6.263748e+01	8.988696e-01	4.198691e-01
3.175611e+01	3.087586e+01	6.263197e+01	8.970185e-01	4.189671e-01
3.179058e+01	3.083687e+01	6.262745e+01	8.954873e-01	4.182380e-01
3.150143e+01	3.112183e+01	6.262325e+01	8.941710e-01	4.174565e-01
2.996506e+01	3.264631e+01	6.261137e+01	8.908081e-01	4.148779e-01
2.730567e+01	3.528354e+01	6.258921e+01	8.849226e-01	4.096836e-01
2.527028e+01	3.727541e+01	6.254569e+01	8.724954e-01	4.003486e-01
2.923289e+01	3.329379e+01	6.252668e+01	8.669327e-01	3.964077e-01
3.167519e+01	3.085037e+01	6.252555e+01	8.665686e-01	3.962067e-01
3.152771e+01	3.099230e+01	6.252001e+01	8.647524e-01	3.952512e-01
3.055363e+01	3.195845e+01	6.251208e+01	8.624739e-01	3.935659e-01
2.895202e+01	3.354555e+01	6.249757e+01	8.585252e-01	3.902604e-01
2.926116e+01	3.321935e+01	6.248051e+01	8.535836e-01	3.866710e-01
2.616472e+01	3.628304e+01	6.244776e+01	8.443789e-01	3.795014e-01
2.580377e+01	3.660833e+01	6.241210e+01	8.342702e-01	3.717793e-01
3.106659e+01	3.134467e+01	6.241125e+01	8.341964e-01	3.714299e-01
3.165649e+01	3.075365e+01	6.241014e+01	8.338188e-01	3.712517e-01
3.116025e+01	3.125203e+01	6.241228e+01	8.347368e-01	3.714030e-01
2.898235e+01	3.341819e+01	6.240055e+01	8.316762e-01	3.685972e-01
2.297727e+01	3.937801e+01	6.235528e+01	8.192342e-01	3.584039e-01
1.723008e+01	4.503915e+01	6.226922e+01	7.946862e-01	3.399252e-01
3.073397e+01	3.153023e+01	6.226420e+01	7.932495e-01	3.388491e-01
3.159038e+01	3.067941e+01	6.226979e+01	7.951903e-01	3.397040e-01
3.159275e+01	3.068045e+01	6.227320e+01	7.963728e-01	3.402249e-01
3.159405e+01	3.068102e+01	6.227507e+01	7.970230e-01	3.405115e-01
3.159725e+01	3.068243e+01	6.227968e+01	7.986242e-01	3.412172e-01
3.159990e+01	3.068360e+01	6.228350e+01	7.999495e-01	3.418014e-01
3.150104e+01	3.078393e+01	6.228497e+01	8.004949e-01	3.419892e-01
2.973572e+01	3.253673e+01	6.227246e+01	7.968316e-01	3.393972e-01
7.468572e+00	5.466559e+01	6.213416e+01	7.573774e-01	3.097013e-01
-1.267197e+00	6.322366e+01	6.195646e+01	7.064851e-01	2.717443e-01
3.141770e+01	3.054540e+01	6.196310e+01	7.088524e-01	2.726994e-01
3.142157e+01	3.054696e+01	6.196853e+01	7.107857e-01	2.734800e-01
3.142178e+01	3.054704e+01	6.196883e+01	7.108903e-01	2.735222e-01
3.142359e+01	3.054777e+01	6.197136e+01	7.117930e-01	2.738868e-01
3.142565e+01	3.054861e+01	6.197426e+01	7.128252e-01	2.743039e-01
3.142818e+01	3.054963e+01	6.197781e+01	7.140892e-01	2.748147e-01
3.142922e+01	3.055005e+01	6.197927e+01	7.146111e-01	2.750257e-01
