0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.640890e-06
1.901242e-06	2.108438e-07	1.140223e-07	1.143315e-07	1.220789e-07	1.399150e-07	1.761061e-07	3.128364e-07	6.597267e-07	2.290492e-06	3.465207e-06	6.241634e-03
2.883285e-03	2.803230e-04	1.514753e-04	1.517509e-04	1.617172e-04	1.849467e-04	2.320112e-04	4.107417e-04	8.640416e-04	2.996337e-03	4.529085e-03	9.042079e-02
4.721554e-02	3.986479e-03	2.151035e-03	2.152186e-03	2.288121e-03	2.610001e-03	3.260907e-03	5.748944e-03	1.205960e-02	4.178457e-02	6.304241e-02	2.334601e-01
1.339007e-01	1.009777e-02	5.438132e-03	5.432905e-03	5.761015e-03	6.552338e-03	8.148439e-03	1.429930e-02	2.995670e-02	1.041438e-01	1.559579e-01	3.899433e-01
2.379317e-01	1.659914e-02	8.924851e-03	8.905005e-03	9.420813e-03	1.068671e-02	1.323354e-02	2.312621e-02	4.843698e-02	1.692398e-01	2.512143e-01	4.434453e-01
2.627120e-01	1.921579e-02	1.032522e-02	1.029898e-02	1.089217e-02	1.235130e-02	1.528524e-02	2.669818e-02	5.598378e-02	1.962456e-01	2.901380e-01	3.562171e-01
2.615960e-01	1.396818e-02	7.489789e-03	7.448496e-03	7.822715e-03	8.802292e-03	1.076099e-02	1.854068e-02	3.825449e-02	1.316547e-01	1.968677e-01	3.534025e-01
2.615797e-01	1.377955e-02	7.387698e-03	7.345769e-03	7.711972e-03	8.674076e-03	1.059718e-02	1.824487e-02	3.761552e-02	1.293601e-01	1.934997e-01	3.598239e-01
2.617173e-01	1.420466e-02	7.617754e-03	7.577206e-03	7.961321e-03	8.962584e-03	1.096543e-02	1.890920e-02	3.904921e-02	1.345044e-01	2.010529e-01	3.469295e-01
2.615406e-01	1.333654e-02	7.148061e-03	7.104748e-03	7.452338e-03	8.373725e-03	1.021394e-02	1.755363e-02	3.612242e-02	1.239907e-01	1.856355e-01	2.907270e-01
2.604011e-01	8.768245e-03	4.677439e-03	4.621074e-03	4.780546e-03	5.287396e-03	6.284248e-03	1.048151e-02	2.089786e-02	6.947062e-02	1.055002e-01	2.609954e-01
2.602239e-01	3.508680e-03	1.834364e-03	1.766653e-03	1.721553e-03	1.767965e-03	1.830495e-03	2.511976e-03	3.937860e-03	9.620524e-03	1.610930e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.609944e-01
2.602247e-01	3.507479e-03	1.833716e-03	1.766005e-03	1.720865e-03	1.767180e-03	1.829517e-03	2.510249e-03	3.934274e-03	9.608205e-03	1.609027e-02	2.610001e-01
2.602293e-01	3.508268e-03	1.834142e-03	1.766432e-03	1.721318e-03	1.767697e-03	1.830162e-03	2.511388e-03	3.936640e-03	9.616336e-03	1.610283e-02	2.659593e-01
2.641372e-01	4.093619e-03	2.149432e-03	2.081649e-03	2.055934e-03	2.148700e-03	2.304442e-03	3.346714e-03	5.675103e-03	1.561436e-02	2.527424e-02	3.382983e-01
3.136605e-01	9.281987e-03	4.931526e-03	4.854537e-03	4.989810e-03	5.477617e-03	6.427942e-03	1.055732e-02	2.070036e-02	6.762827e-02	1.035327e-01	4.536220e-01
3.817276e-01	1.571861e-02	8.374320e-03	8.281739e-03	8.613070e-03	9.584824e-03	1.150737e-02	1.942274e-02	3.925735e-02	1.325664e-01	1.997011e-01	4.536220e-01
3.817276e-01	1.571861e-02	8.374320e-03	8.281739e-03	8.613070e-03	9.584824e-03	1.150737e-02	1.942274e-02	3.925735e-02	1.325664e-01	1.997011e-01	4.536220e-01
3.817276e-01	1.571861e-02	8.374320e-03	8.281739e-03	8.613070e-03	9.584824e-03	1.150737e-02	1.942274e-02	3.925735e-02	1.325664e-01	1.997011e-01	4.536220e-01
3.817276e-01	1.571861e-02	8.374320e-03	8.281739e-03	8.613070e-03	9.584824e-03	1.150737e-02	1.942274e-02	3.925735e-02	1.325664e-01	1.997011e-01	4.536220e-01
3.817276e-01	1.571861e-02	8.374320e-03	8.281739e-03	8.613070e-03	9.584824e-03	1.150737e-02	1.942274e-02	3.925735e-02	1.325664e-01	1.997011e-01	4.536220e-01
