1.550000e+02	1.300000e+02
1.550000e+02	1.300000e+02
1.558845e+02	1.300045e+02
1.567835e+02	1.300178e+02
1.576663e+02	1.300365e+02
1.585701e+02	1.300601e+02
1.594530e+02	1.300831e+02
1.603617e+02	1.301087e+02
1.612373e+02	1.301386e+02
1.621562e+02	1.301735e+02
1.630864e+02	1.302473e+02
1.639439e+02	1.305103e+02
1.646108e+02	1.310688e+02
1.650463e+02	1.318738e+02
1.653814e+02	1.327343e+02
1.658147e+02	1.335303e+02
1.662573e+02	1.343120e+02
1.667099e+02	1.350793e+02
1.671456e+02	1.358488e+02
1.675105e+02	1.366681e+02
1.676308e+02	1.375446e+02
1.675575e+02	1.384335e+02
1.675001e+02	1.393327e+02
1.674459e+02	1.402674e+02
1.673924e+02	1.411701e+02
1.673334e+02	1.420561e+02
1.672675e+02	1.429649e+02
1.672040e+02	1.438762e+02
1.671466e+02	1.447947e+02
1.670912e+02	1.456656e+02
1.670285e+02	1.465485e+02
1.669639e+02	1.474245e+02
1.669038e+02	1.483165e+02
1.668166e+02	1.491807e+02
1.665550e+02	1.500430e+02
1.661234e+02	1.508249e+02
1.656873e+02	1.515891e+02
1.652469e+02	1.523578e+02
1.647928e+02	1.531383e+02
1.643305e+02	1.539223e+02
1.638895e+02	1.546854e+02
1.634455e+02	1.554745e+02
1.630059e+02	1.562649e+02
1.625516e+02	1.570705e+02
1.621085e+02	1.578477e+02
1.616519e+02	1.586255e+02
1.612070e+02	1.593657e+02
1.607293e+02	1.601639e+02
1.602852e+02	1.609092e+02
1.598302e+02	1.616751e+02
1.593695e+02	1.624664e+02
1.589120e+02	1.632599e+02
1.584248e+02	1.640218e+02
1.578078e+02	1.646944e+02
1.571266e+02	1.652413e+02
1.564390e+02	1.657985e+02
1.557371e+02	1.663608e+02
1.550339e+02	1.669222e+02
1.543355e+02	1.674814e+02
1.536118e+02	1.680521e+02
1.529272e+02	1.685899e+02
1.521989e+02	1.691594e+02
1.514943e+02	1.697056e+02
1.508059e+02	1.702385e+02
1.500968e+02	1.707889e+02
1.493965e+02	1.713379e+02
1.486769e+02	1.718918e+02
1.479293e+02	1.724324e+02
1.471516e+02	1.728911e+02
1.463042e+02	1.732444e+02
1.454428e+02	1.735492e+02
1.446239e+02	1.738517e+02
1.437850e+02	1.741640e+02
1.429476e+02	1.744718e+02
1.420715e+02	1.747898e+02
1.411893e+02	1.751120e+02
1.403196e+02	1.754319e+02
1.394700e+02	1.757462e+02
1.386265e+02	1.760633e+02
1.378133e+02	1.763744e+02
1.369515e+02	1.766724e+02
1.360804e+02	1.768780e+02
1.351746e+02	1.769992e+02
1.342491e+02	1.771159e+02
1.333840e+02	1.772283e+02
1.324619e+02	1.773484e+02
1.315467e+02	1.774634e+02
1.306635e+02	1.775662e+02
1.297467e+02	1.776592e+02
1.288391e+02	1.777175e+02
