0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
-2.451254e-02	0.000000e+00	0.000000e+00	0.000000e+00	-2.150343e-02	0.000000e+00	0.000000e+00	0.000000e+00	
-6.459108e-02	-3.745681e-02	-9.568495e-05	0.000000e+00	-7.083626e-02	-1.579376e-02	0.000000e+00	-1.538307e-02	
-6.234359e-02	-7.448550e-02	-3.563047e-02	0.000000e+00	-7.288233e-02	-6.757279e-02	-1.546176e-03	-6.621845e-02	
-4.798635e-02	-6.891699e-02	-8.180565e-02	-1.245018e-02	-5.746141e-02	-9.043644e-02	-3.238671e-02	-1.024079e-01	
-3.325196e-02	-5.214631e-02	-6.720130e-02	2.774508e-02	-4.033434e-02	-4.084951e-02	-9.069465e-03	-6.332167e-02	
-8.893591e-03	1.432584e-02	-4.332778e-02	3.337271e-02	-7.078842e-03	-1.740679e-02	-2.743545e-04	-3.800327e-02	
5.069445e-02	3.905390e-02	-2.684124e-02	2.767983e-02	4.177859e-03	-6.742739e-03	2.351559e-03	-2.226545e-02	
5.693542e-02	7.189227e-02	4.009664e-03	1.993580e-02	5.286677e-02	6.272880e-03	2.600746e-03	-1.278117e-02	
4.624293e-02	6.567134e-02	3.809868e-02	3.692016e-02	5.545094e-02	3.195635e-02	2.871398e-02	4.268146e-02	
3.296075e-02	4.942365e-02	3.966959e-02	1.786905e-02	4.401798e-02	3.175347e-02	-1.673673e-02	8.688720e-04	
2.184223e-02	3.382192e-02	1.887810e-02	-3.844148e-02	3.081360e-02	-2.033100e-02	-4.285460e-02	-2.962432e-02	
1.379846e-02	1.635104e-02	-4.194904e-02	-5.527664e-02	-1.611703e-02	-6.392127e-02	-4.105502e-02	-3.200875e-02	
-1.520954e-03	-4.267902e-02	-6.076336e-02	-4.803914e-02	-4.694593e-02	-6.258861e-02	-3.150716e-02	-2.566956e-02	
-5.566872e-02	-6.726906e-02	-5.289735e-02	-3.537004e-02	-4.562142e-02	-4.844438e-02	-2.179744e-02	-1.817881e-02	
-7.930363e-02	-1.042723e-01	-3.973448e-02	-2.390086e-02	-4.217585e-02	-3.367147e-02	-1.417447e-02	-1.199842e-02	
-6.876912e-02	-9.214991e-02	-7.565090e-02	-1.886953e-02	-4.611557e-02	-6.628281e-02	-8.835572e-03	-7.558577e-03	
-5.058231e-02	-6.836137e-02	-6.950180e-02	-3.795217e-02	-3.712973e-02	-6.122847e-02	-4.789013e-02	-3.169442e-02	
-3.416027e-02	-4.639784e-02	-5.243323e-02	-6.699617e-02	-2.634825e-02	-4.629753e-02	-9.903560e-02	-7.380930e-02	
-2.186220e-02	-2.979374e-02	-3.621427e-02	-1.112262e-01	-1.741248e-02	-5.169524e-02	-1.258510e-01	-1.075127e-01	
-1.346995e-02	-1.840222e-02	-3.949949e-02	-1.385687e-01	-1.097899e-02	-8.125340e-02	-1.184558e-01	-1.116496e-01	
-8.061480e-03	-1.103484e-02	-8.068137e-02	-1.206741e-01	-3.000726e-02	-1.070321e-01	-9.026485e-02	-8.831847e-02	
-4.712059e-03	-3.518641e-02	-1.057088e-01	-8.893285e-02	-7.974601e-02	-9.608699e-02	-6.220323e-02	-6.210228e-02	
-9.824231e-03	-8.528142e-02	-9.532036e-02	-6.012831e-02	-9.951355e-02	-7.177659e-02	-4.034661e-02	-4.080618e-02	
-3.673823e-02	-1.154505e-01	-7.134083e-02	-3.851100e-02	-9.221642e-02	-4.891024e-02	-2.510362e-02	-2.562569e-02	
-3.651512e-02	-1.035795e-01	-9.932268e-02	-2.374123e-02	-8.995871e-02	-6.151944e-02	-1.513992e-02	-1.556549e-02	
-2.842489e-02	-7.735228e-02	-8.565651e-02	-6.488124e-02	-6.952935e-02	-5.167716e-02	-5.968892e-02	-4.425876e-02	
-1.981778e-02	-5.270140e-02	-6.284472e-02	-1.134057e-01	-4.828903e-02	-3.802055e-02	-1.099004e-01	-8.455338e-02	
-1.295154e-02	-3.392800e-02	-4.237855e-02	-1.534198e-01	-3.148027e-02	-2.611958e-02	-1.506308e-01	-1.154025e-01	
-8.102153e-03	-2.099506e-02	-2.709458e-02	-1.810147e-01	-1.965838e-02	-1.695262e-02	-1.801328e-01	-1.353164e-01	
-4.906883e-03	-1.260819e-02	-1.668137e-02	-2.000578e-01	-1.188939e-02	-1.175667e-02	-1.975547e-01	-1.548262e-01	
-2.896378e-03	-7.390688e-03	-2.016480e-02	-2.021009e-01	-7.010098e-03	-2.539793e-02	-1.893707e-01	-1.732132e-01	
-1.673340e-03	-4.244396e-03	-3.292040e-02	-1.901120e-01	-4.046112e-03	-5.227230e-02	-1.646056e-01	-1.811044e-01	
-9.488087e-04	-2.393777e-03	-5.940853e-02	-1.626540e-01	-2.292251e-03	-9.315648e-02	-1.262171e-01	-1.583685e-01	
-5.289307e-04	-1.327839e-03	-9.841548e-02	-1.225391e-01	-1.800182e-03	-1.348126e-01	-8.727929e-02	-1.208232e-01	
-2.902020e-04	-7.250682e-04	-1.381728e-01	-8.409970e-02	-6.906016e-03	-1.595918e-01	-5.673888e-02	-8.364236e-02	
-1.567832e-04	-3.958259e-03	-1.646121e-01	-5.440348e-02	-2.751898e-02	-1.539478e-01	-3.536011e-02	-5.441377e-02	
-8.340652e-05	-1.330866e-02	-1.768132e-01	-3.378423e-02	-5.668193e-02	-1.417337e-01	-2.135242e-02	-3.392868e-02	
-4.367109e-05	-5.093594e-02	-1.571196e-01	-2.034444e-02	-1.029197e-01	-1.083524e-01	-1.257350e-02	-2.049628e-02	
-1.453992e-02	-9.507290e-02	-1.168437e-01	-1.195271e-02	-1.066126e-01	-7.480149e-02	-7.249251e-03	-1.207333e-02	
-1.557308e-02	-1.229567e-01	-9.394859e-02	-6.877844e-03	-1.341510e-01	-4.938218e-02	-4.102907e-03	-6.962848e-03	
-1.245188e-02	-1.040677e-01	-7.905563e-02	-3.914031e-02	-1.127010e-01	-5.758049e-02	-2.004049e-02	-4.038326e-02	
-8.804771e-03	-7.568603e-02	-5.733669e-02	-5.444519e-02	-8.167488e-02	-4.731721e-02	-4.849537e-02	-6.630193e-02	
-5.805798e-03	-5.077286e-02	-3.839984e-02	-5.901753e-02	-5.467409e-02	-3.392413e-02	-9.283338e-02	-1.046845e-01	
-3.654994e-03	-3.234680e-02	-2.443642e-02	-7.018501e-02	-3.478166e-02	-2.480062e-02	-1.361475e-01	-1.436569e-01	
-2.224305e-03	-1.986269e-02	-1.832910e-02	-1.088006e-01	-2.133467e-02	-3.918924e-02	-1.563170e-01	-1.686328e-01	
-1.318110e-03	-1.185562e-02	-4.858437e-02	-1.199548e-01	-1.272321e-02	-8.555658e-02	-1.321579e-01	-1.511692e-01	
-7.640760e-04	-6.914301e-03	-9.709364e-02	-1.051764e-01	-9.527503e-03	-1.310620e-01	-9.606531e-02	-1.177929e-01	
-4.345334e-04	-1.369138e-02	-1.334515e-01	-7.775018e-02	-2.415376e-02	-1.469533e-01	-6.442392e-02	-8.216867e-02	
-2.429027e-04	-3.100248e-02	-1.441227e-01	-5.266207e-02	-4.503440e-02	-1.427805e-01	-4.103500e-02	-5.371805e-02	
-1.336181e-04	-5.034114e-02	-1.392197e-01	-3.376977e-02	-6.348287e-02	-1.340917e-01	-2.519372e-02	-3.361280e-02	
-7.237267e-05	-4.491864e-02	-1.367908e-01	-3.658512e-02	-5.491245e-02	-1.241575e-01	-4.160367e-02	-6.807183e-02	
-3.860104e-05	-3.346480e-02	-1.060189e-01	1.126660e-02	-4.034394e-02	-8.750532e-02	1.211593e-02	-1.274450e-02	
-2.026595e-05	-2.276885e-02	-5.795062e-02	5.953287e-02	-2.722754e-02	-2.339190e-02	4.318124e-02	3.449224e-02	
-1.046347e-05	-1.464470e-02	1.488881e-02	6.715488e-02	-1.455118e-02	4.945280e-02	4.275309e-02	4.179059e-02	
-5.304370e-06	3.109599e-03	7.250941e-02	5.461927e-02	2.585951e-02	7.720279e-02	3.323209e-02	3.473502e-02	
-2.633640e-06	3.263825e-02	9.875636e-02	3.895851e-02	7.739801e-02	7.396531e-02	2.315111e-02	2.504292e-02	
-1.275752e-06	8.474940e-02	8.690027e-02	2.582797e-02	1.238777e-01	5.676511e-02	1.512234e-02	1.671181e-02	
-5.992640e-07	9.979199e-02	9.325274e-02	1.632130e-02	1.404772e-01	5.621442e-02	9.456741e-03	1.060870e-02	
-2.702221e-07	8.224817e-02	7.481215e-02	5.990897e-02	1.144459e-01	4.369920e-02	5.650857e-02	1.685887e-02	
-1.148492e-07	5.905431e-02	5.299094e-02	2.282118e-02	8.169990e-02	2.816210e-02	8.157706e-03	-3.504574e-02	
-4.428435e-08	3.930972e-02	2.434069e-02	-3.340543e-02	5.419190e-02	-1.783653e-02	-2.297604e-02	-6.965068e-02	
-1.396728e-08	2.491071e-02	-2.239304e-02	-5.888590e-02	3.425748e-02	-7.809926e-02	-2.700846e-02	-6.740525e-02	
-2.053838e-09	7.628758e-03	-7.381567e-02	-5.337709e-02	-7.290245e-03	-9.909665e-02	-2.224895e-02	-5.193618e-02	
1.872811e-09	-2.677094e-02	-9.415987e-02	-4.003911e-02	-6.817062e-02	-8.344272e-02	-1.597077e-02	-3.600938e-02	
2.606652e-09	-8.111379e-02	-8.114750e-02	-2.734867e-02	-1.073982e-01	-6.053762e-02	-1.062937e-02	-2.344939e-02	
2.247841e-09	-1.178486e-01	-6.688094e-02	-1.763616e-02	-1.460206e-01	-4.055127e-02	-6.735158e-03	-1.463191e-02	
1.649151e-09	-1.026642e-01	-8.097587e-02	-1.809870e-02	-1.251953e-01	-6.668190e-02	-5.775347e-03	-3.634690e-02	
1.112064e-09	-7.567162e-02	-6.729094e-02	-2.538913e-02	-9.160542e-02	-5.964938e-02	-1.534618e-03	-3.469320e-02	
7.109856e-10	-5.116684e-02	-4.850999e-02	-2.152804e-02	-6.167428e-02	-4.448842e-02	5.323952e-03	-2.658606e-02	
4.377297e-10	-3.277332e-02	-3.237008e-02	-1.274717e-02	-3.938856e-02	-3.028834e-02	1.098661e-02	-1.837816e-02	
2.618159e-10	-2.020497e-02	-2.054775e-02	5.642593e-03	-2.423095e-02	-1.948940e-02	2.274501e-02	-1.194476e-02	
1.529594e-10	-1.209810e-02	-1.258316e-02	4.116488e-02	-1.448395e-02	-1.205594e-02	4.845100e-02	-3.550454e-03	
8.758809e-11	-7.074375e-03	-7.494341e-03	6.309079e-02	-8.457433e-03	-7.237926e-03	6.918645e-02	-2.070925e-04	
